"invoice_no","Category","Quantity","Revenue","Payment_method","Shopping_Mall"
"I488522","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I170569","Shoes",5,"15004.25","Cash","Metrocity"
"I188608","Clothing",5,"7502","Cash","Mall of Istanbul"
"I648712","Clothing",5,"7502","Cash","Istinye Park"
"I159513","Shoes",4,"9602.72","Cash","Metropol AVM"
"I259758","Clothing",5,"7502","Cash","Metropol AVM"
"I112027","Technology",3,"9450","Debit Card","Cevahir AVM"
"I169306","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I470026","Technology",4,"16800","Debit Card","Forum Istanbul"
"I254247","Clothing",5,"7502","Debit Card","Metrocity"
"I340090","Technology",3,"9450","Cash","Metrocity"
"I239265","Shoes",3,"5401.53","Cash","Zorlu Center"
"I208684","Clothing",5,"7502","Cash","Mall of Istanbul"
"I112946","Technology",5,"26250","Debit Card","Kanyon"
"I161817","Shoes",4,"9602.72","Cash","Emaar Square Mall"
"I135531","Technology",4,"16800","Debit Card","Forum Istanbul"
"I254404","Shoes",3,"5401.53","Debit Card","Viaport Outlet"
"I606923","Shoes",5,"15004.25","Cash","Emaar Square Mall"
"I106099","Technology",3,"9450","Debit Card","Kanyon"
"I307165","Clothing",5,"7502","Cash","Kanyon"
"I612259","Clothing",5,"7502","Cash","Istinye Park"
"I184910","Shoes",5,"15004.25","Cash","Kanyon"
"I204765","Clothing",5,"7502","Cash","Kanyon"
"I157041","Clothing",5,"7502","Cash","Kanyon"
"I248319","Shoes",5,"15004.25","Debit Card","Istinye Park"
"I105308","Clothing",5,"7502","Cash","Metrocity"
"I313991","Clothing",5,"7502","Cash","Kanyon"
"I182268","Clothing",5,"7502","Debit Card","Metrocity"
"I199491","Clothing",5,"7502","Cash","Metrocity"
"I138301","Shoes",4,"9602.72","Debit Card","Metropol AVM"
"I102396","Shoes",4,"9602.72","Cash","Metrocity"
"I230443","Shoes",3,"5401.53","Debit Card","Kanyon"
"I262159","Clothing",5,"7502","Cash","Metrocity"
"I132073","Shoes",5,"15004.25","Cash","Kanyon"
"I524828","Clothing",5,"7502","Debit Card","Kanyon"
"I918283","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I530453","Clothing",5,"7502","Cash","Istinye Park"
"I176682","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I160616","Clothing",5,"7502","Cash","Istinye Park"
"I276473","Technology",3,"9450","Debit Card","Metrocity"
"I217549","Clothing",5,"7502","Cash","Mall of Istanbul"
"I108550","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I677719","Shoes",5,"15004.25","Cash","Emaar Square Mall"
"I223659","Technology",5,"26250","Cash","Kanyon"
"I141636","Clothing",5,"7502","Cash","Kanyon"
"I693047","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I268067","Technology",3,"9450","Debit Card","Kanyon"
"I869880","Technology",4,"16800","Debit Card","Istinye Park"
"I100324","Clothing",5,"7502","Debit Card","Metropol AVM"
"I218835","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I276176","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I170458","Clothing",5,"7502","Cash","Mall of Istanbul"
"I130713","Clothing",5,"7502","Debit Card","Kanyon"
"I302471","Clothing",5,"7502","Debit Card","Metrocity"
"I172079","Shoes",4,"9602.72","Cash","Metrocity"
"I307279","Clothing",5,"7502","Cash","Istinye Park"
"I189694","Clothing",5,"7502","Debit Card","Kanyon"
"I283683","Clothing",5,"7502","Debit Card","Metrocity"
"I302410","Clothing",5,"7502","Debit Card","Zorlu Center"
"I181822","Clothing",5,"7502","Cash","Mall of Istanbul"
"I223903","Clothing",5,"7502","Cash","Kanyon"
"I133891","Clothing",5,"7502","Cash","Forum Istanbul"
"I703402","Technology",4,"16800","Cash","Kanyon"
"I703446","Clothing",5,"7502","Debit Card","Istinye Park"
"I193373","Shoes",3,"5401.53","Debit Card","Kanyon"
"I117443","Clothing",5,"7502","Debit Card","Metrocity"
"I113021","Clothing",5,"7502","Cash","Viaport Outlet"
"I237413","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I242317","Clothing",5,"7502","Cash","Metrocity"
"I215632","Shoes",4,"9602.72","Debit Card","Istinye Park"
"I120687","Clothing",5,"7502","Cash","Mall of Istanbul"
"I245921","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I154034","Clothing",5,"7502","Cash","Kanyon"
"I186879","Clothing",5,"7502","Cash","Metropol AVM"
"I130191","Shoes",5,"15004.25","Cash","Zorlu Center"
"I490351","Clothing",5,"7502","Cash","Istinye Park"
"I326921","Technology",4,"16800","Cash","Metrocity"
"I248396","Shoes",3,"5401.53","Debit Card","Kanyon"
"I127742","Shoes",3,"5401.53","Cash","Istinye Park"
"I890773","Technology",3,"9450","Debit Card","Mall of Istanbul"
"I167796","Clothing",5,"7502","Debit Card","Metrocity"
"I320276","Technology",4,"16800","Cash","Kanyon"
"I316487","Technology",4,"16800","Debit Card","Mall of Istanbul"
"I806568","Shoes",3,"5401.53","Cash","Metrocity"
"I244673","Technology",3,"9450","Debit Card","Metropol AVM"
"I254805","Shoes",5,"15004.25","Cash","Metropol AVM"
"I683797","Technology",4,"16800","Cash","Zorlu Center"
"I143134","Clothing",5,"7502","Cash","Metropol AVM"
"I871336","Clothing",5,"7502","Cash","Cevahir AVM"
"I173211","Technology",5,"26250","Debit Card","Istinye Park"
"I726238","Clothing",5,"7502","Cash","Metrocity"
"I595421","Technology",3,"9450","Debit Card","Metrocity"
"I227042","Clothing",5,"7502","Cash","Kanyon"
"I279452","Technology",5,"26250","Cash","Metropol AVM"
"I324607","Clothing",5,"7502","Cash","Viaport Outlet"
"I252114","Clothing",5,"7502","Cash","Metrocity"
"I220702","Clothing",5,"7502","Cash","Mall of Istanbul"
"I914283","Technology",4,"16800","Cash","Metrocity"
"I192066","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I262476","Shoes",5,"15004.25","Debit Card","Istinye Park"
"I214201","Clothing",5,"7502","Cash","Metrocity"
"I148403","Technology",3,"9450","Cash","Metropol AVM"
"I275497","Technology",3,"9450","Cash","Mall of Istanbul"
"I123460","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I187750","Clothing",5,"7502","Cash","Metrocity"
"I172260","Shoes",4,"9602.72","Debit Card","Kanyon"
"I946572","Shoes",4,"9602.72","Cash","Metrocity"
"I526102","Shoes",5,"15004.25","Cash","Kanyon"
"I162809","Clothing",5,"7502","Debit Card","Metropol AVM"
"I301824","Shoes",4,"9602.72","Debit Card","Viaport Outlet"
"I100835","Clothing",5,"7502","Debit Card","Viaport Outlet"
"I251860","Clothing",5,"7502","Cash","Cevahir AVM"
"I220327","Clothing",5,"7502","Cash","Kanyon"
"I158770","Clothing",5,"7502","Cash","Zorlu Center"
"I340362","Clothing",5,"7502","Cash","Emaar Square Mall"
"I891665","Clothing",5,"7502","Cash","Kanyon"
"I208204","Clothing",5,"7502","Debit Card","Kanyon"
"I333652","Shoes",5,"15004.25","Debit Card","Mall of Istanbul"
"I149403","Shoes",4,"9602.72","Debit Card","Kanyon"
"I150705","Clothing",5,"7502","Cash","Metropol AVM"
"I177786","Clothing",5,"7502","Cash","Mall of Istanbul"
"I197183","Clothing",5,"7502","Debit Card","Metropol AVM"
"I258596","Clothing",5,"7502","Cash","Kanyon"
"I433145","Clothing",5,"7502","Cash","Kanyon"
"I714338","Shoes",5,"15004.25","Cash","Forum Istanbul"
"I716490","Technology",3,"9450","Debit Card","Metrocity"
"I966554","Clothing",5,"7502","Cash","Mall of Istanbul"
"I886851","Shoes",5,"15004.25","Debit Card","Zorlu Center"
"I262400","Clothing",5,"7502","Debit Card","Kanyon"
"I170574","Shoes",3,"5401.53","Debit Card","Kanyon"
"I679589","Clothing",5,"7502","Cash","Metrocity"
"I241886","Technology",5,"26250","Cash","Mall of Istanbul"
"I276916","Shoes",3,"5401.53","Debit Card","Metropol AVM"
"I325363","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I723560","Shoes",3,"5401.53","Cash","Kanyon"
"I274614","Clothing",5,"7502","Debit Card","Metropol AVM"
"I334539","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I126558","Clothing",5,"7502","Cash","Mall of Istanbul"
"I995074","Clothing",5,"7502","Debit Card","Kanyon"
"I109080","Clothing",5,"7502","Debit Card","Kanyon"
"I251870","Clothing",5,"7502","Cash","Istinye Park"
"I328575","Shoes",3,"5401.53","Cash","Kanyon"
"I773082","Shoes",4,"9602.72","Cash","Kanyon"
"I128421","Technology",3,"9450","Cash","Metrocity"
"I112122","Shoes",3,"5401.53","Debit Card","Kanyon"
"I340972","Shoes",4,"9602.72","Cash","Metrocity"
"I132088","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I311872","Shoes",3,"5401.53","Debit Card","Zorlu Center"
"I255522","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I205151","Shoes",5,"15004.25","Cash","Istinye Park"
"I867886","Clothing",5,"7502","Cash","Zorlu Center"
"I911735","Shoes",4,"9602.72","Cash","Metropol AVM"
"I197290","Clothing",5,"7502","Debit Card","Cevahir AVM"
"I100499","Clothing",5,"7502","Cash","Cevahir AVM"
"I272489","Clothing",5,"7502","Cash","Mall of Istanbul"
"I498808","Shoes",5,"15004.25","Cash","Metropol AVM"
"I328075","Clothing",5,"7502","Cash","Cevahir AVM"
"I175570","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I993704","Shoes",3,"5401.53","Cash","Kanyon"
"I202832","Shoes",5,"15004.25","Debit Card","Istinye Park"
"I317782","Clothing",5,"7502","Debit Card","Istinye Park"
"I268045","Technology",3,"9450","Cash","Emaar Square Mall"
"I258962","Clothing",5,"7502","Cash","Istinye Park"
"I215520","Shoes",4,"9602.72","Cash","Kanyon"
"I697765","Shoes",5,"15004.25","Cash","Istinye Park"
"I292571","Clothing",5,"7502","Cash","Viaport Outlet"
"I131663","Clothing",5,"7502","Cash","Metropol AVM"
"I210588","Clothing",5,"7502","Cash","Metrocity"
"I924715","Clothing",5,"7502","Cash","Metropol AVM"
"I213415","Technology",3,"9450","Cash","Metropol AVM"
"I249974","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I335904","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I111585","Clothing",5,"7502","Debit Card","Kanyon"
"I178908","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I264417","Clothing",5,"7502","Cash","Zorlu Center"
"I299986","Clothing",5,"7502","Cash","Zorlu Center"
"I515000","Clothing",5,"7502","Debit Card","Metropol AVM"
"I317968","Technology",3,"9450","Cash","Istinye Park"
"I522884","Clothing",5,"7502","Cash","Kanyon"
"I127992","Technology",5,"26250","Cash","Mall of Istanbul"
"I328294","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I204363","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I118700","Clothing",5,"7502","Debit Card","Kanyon"
"I304954","Clothing",5,"7502","Debit Card","Kanyon"
"I252297","Shoes",4,"9602.72","Cash","Kanyon"
"I379485","Technology",4,"16800","Cash","Viaport Outlet"
"I835035","Clothing",5,"7502","Cash","Cevahir AVM"
"I240659","Shoes",5,"15004.25","Cash","Emaar Square Mall"
"I230878","Shoes",3,"5401.53","Cash","Istinye Park"
"I307028","Clothing",5,"7502","Debit Card","Istinye Park"
"I257350","Clothing",5,"7502","Cash","Kanyon"
"I744491","Technology",3,"9450","Cash","Metropol AVM"
"I155519","Technology",3,"9450","Cash","Viaport Outlet"
"I164032","Technology",5,"26250","Cash","Metropol AVM"
"I284211","Technology",3,"9450","Cash","Viaport Outlet"
"I160757","Shoes",4,"9602.72","Cash","Metropol AVM"
"I334992","Shoes",4,"9602.72","Cash","Emaar Square Mall"
"I105356","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I174568","Technology",3,"9450","Cash","Emaar Square Mall"
"I306022","Clothing",5,"7502","Cash","Mall of Istanbul"
"I108931","Clothing",5,"7502","Cash","Kanyon"
"I298235","Clothing",5,"7502","Cash","Zorlu Center"
"I444770","Technology",4,"16800","Cash","Metropol AVM"
"I302123","Clothing",5,"7502","Cash","Cevahir AVM"
"I172198","Shoes",5,"15004.25","Debit Card","Istinye Park"
"I194385","Clothing",5,"7502","Cash","Emaar Square Mall"
"I909218","Technology",3,"9450","Debit Card","Metropol AVM"
"I284159","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I314006","Clothing",5,"7502","Cash","Kanyon"
"I337126","Clothing",5,"7502","Cash","Kanyon"
"I534268","Shoes",3,"5401.53","Cash","Forum Istanbul"
"I248173","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I534898","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I789975","Shoes",3,"5401.53","Cash","Metrocity"
"I450819","Clothing",5,"7502","Cash","Mall of Istanbul"
"I192167","Clothing",5,"7502","Debit Card","Kanyon"
"I884876","Clothing",5,"7502","Cash","Metropol AVM"
"I239412","Clothing",5,"7502","Cash","Zorlu Center"
"I214296","Clothing",5,"7502","Cash","Istinye Park"
"I228542","Clothing",5,"7502","Cash","Metropol AVM"
"I114230","Shoes",3,"5401.53","Cash","Viaport Outlet"
"I237404","Shoes",4,"9602.72","Cash","Metropol AVM"
"I616029","Clothing",5,"7502","Debit Card","Metrocity"
"I710041","Shoes",4,"9602.72","Cash","Forum Istanbul"
"I592663","Clothing",5,"7502","Cash","Mall of Istanbul"
"I150730","Technology",4,"16800","Cash","Kanyon"
"I209547","Shoes",5,"15004.25","Cash","Kanyon"
"I536205","Shoes",5,"15004.25","Debit Card","Istinye Park"
"I235923","Clothing",5,"7502","Cash","Metropol AVM"
"I107663","Clothing",5,"7502","Cash","Viaport Outlet"
"I169887","Clothing",5,"7502","Cash","Istinye Park"
"I159656","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I875420","Shoes",3,"5401.53","Cash","Kanyon"
"I327640","Shoes",4,"9602.72","Cash","Metropol AVM"
"I126264","Clothing",5,"7502","Cash","Cevahir AVM"
"I266254","Shoes",4,"9602.72","Cash","Metropol AVM"
"I207620","Shoes",5,"15004.25","Cash","Emaar Square Mall"
"I125336","Technology",5,"26250","Cash","Metropol AVM"
"I919156","Technology",4,"16800","Cash","Metrocity"
"I468302","Clothing",5,"7502","Debit Card","Metrocity"
"I331567","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I885713","Shoes",3,"5401.53","Cash","Forum Istanbul"
"I118003","Shoes",3,"5401.53","Cash","Kanyon"
"I195464","Clothing",5,"7502","Cash","Kanyon"
"I137664","Clothing",5,"7502","Cash","Istinye Park"
"I235712","Technology",4,"16800","Cash","Mall of Istanbul"
"I179535","Technology",3,"9450","Debit Card","Mall of Istanbul"
"I314767","Clothing",5,"7502","Cash","Istinye Park"
"I211037","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I224937","Clothing",5,"7502","Cash","Metropol AVM"
"I670220","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I445708","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I147441","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I225103","Technology",4,"16800","Cash","Mall of Istanbul"
"I514287","Clothing",5,"7502","Debit Card","Istinye Park"
"I156316","Clothing",5,"7502","Cash","Metropol AVM"
"I312242","Shoes",3,"5401.53","Cash","Kanyon"
"I502593","Technology",4,"16800","Debit Card","Istinye Park"
"I172221","Clothing",5,"7502","Cash","Kanyon"
"I471964","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I228362","Clothing",5,"7502","Debit Card","Kanyon"
"I107107","Clothing",5,"7502","Cash","Mall of Istanbul"
"I189735","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I935307","Clothing",5,"7502","Cash","Istinye Park"
"I277379","Clothing",5,"7502","Cash","Mall of Istanbul"
"I127744","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I981900","Shoes",5,"15004.25","Debit Card","Kanyon"
"I112250","Shoes",3,"5401.53","Cash","Metropol AVM"
"I368004","Technology",5,"26250","Cash","Istinye Park"
"I137221","Technology",4,"16800","Cash","Mall of Istanbul"
"I500259","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I209098","Clothing",5,"7502","Cash","Viaport Outlet"
"I756482","Technology",5,"26250","Cash","Emaar Square Mall"
"I766995","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I284155","Clothing",5,"7502","Cash","Mall of Istanbul"
"I606832","Shoes",3,"5401.53","Cash","Metrocity"
"I176032","Shoes",4,"9602.72","Cash","Metrocity"
"I235226","Clothing",5,"7502","Cash","Kanyon"
"I109211","Shoes",5,"15004.25","Cash","Emaar Square Mall"
"I148487","Clothing",5,"7502","Cash","Mall of Istanbul"
"I129400","Technology",5,"26250","Cash","Metrocity"
"I195862","Shoes",4,"9602.72","Cash","Kanyon"
"I141186","Shoes",4,"9602.72","Cash","Forum Istanbul"
"I168679","Clothing",5,"7502","Cash","Zorlu Center"
"I201450","Shoes",4,"9602.72","Cash","Metropol AVM"
"I301525","Clothing",5,"7502","Cash","Forum Istanbul"
"I225871","Clothing",5,"7502","Cash","Metrocity"
"I121789","Clothing",5,"7502","Debit Card","Metrocity"
"I220703","Clothing",5,"7502","Cash","Kanyon"
"I440448","Clothing",5,"7502","Debit Card","Metropol AVM"
"I166665","Clothing",5,"7502","Debit Card","Cevahir AVM"
"I217307","Technology",5,"26250","Cash","Metrocity"
"I825734","Shoes",3,"5401.53","Debit Card","Forum Istanbul"
"I152329","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I251940","Shoes",3,"5401.53","Cash","Viaport Outlet"
"I160014","Clothing",5,"7502","Debit Card","Kanyon"
"I284240","Clothing",5,"7502","Debit Card","Metropol AVM"
"I102732","Clothing",5,"7502","Cash","Zorlu Center"
"I892292","Shoes",3,"5401.53","Cash","Metropol AVM"
"I315087","Shoes",4,"9602.72","Cash","Metrocity"
"I160379","Clothing",5,"7502","Cash","Kanyon"
"I103932","Shoes",5,"15004.25","Debit Card","Mall of Istanbul"
"I422317","Clothing",5,"7502","Cash","Viaport Outlet"
"I272652","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I276479","Technology",4,"16800","Cash","Metrocity"
"I104209","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I174076","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I174138","Clothing",5,"7502","Cash","Forum Istanbul"
"I201972","Shoes",3,"5401.53","Cash","Kanyon"
"I321861","Technology",5,"26250","Debit Card","Istinye Park"
"I202054","Shoes",3,"5401.53","Debit Card","Metrocity"
"I158414","Technology",3,"9450","Cash","Kanyon"
"I123994","Shoes",5,"15004.25","Cash","Metrocity"
"I469056","Clothing",5,"7502","Cash","Forum Istanbul"
"I283284","Clothing",5,"7502","Debit Card","Istinye Park"
"I215249","Shoes",3,"5401.53","Cash","Kanyon"
"I257317","Technology",5,"26250","Cash","Forum Istanbul"
"I174884","Shoes",5,"15004.25","Cash","Kanyon"
"I244334","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I337091","Clothing",5,"7502","Cash","Mall of Istanbul"
"I251004","Technology",3,"9450","Cash","Mall of Istanbul"
"I104054","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I162561","Shoes",3,"5401.53","Cash","Zorlu Center"
"I323426","Shoes",4,"9602.72","Cash","Metropol AVM"
"I312186","Clothing",5,"7502","Cash","Istinye Park"
"I438079","Shoes",3,"5401.53","Debit Card","Kanyon"
"I136379","Clothing",5,"7502","Cash","Viaport Outlet"
"I105918","Clothing",5,"7502","Cash","Mall of Istanbul"
"I333821","Shoes",5,"15004.25","Cash","Viaport Outlet"
"I973996","Technology",5,"26250","Cash","Kanyon"
"I748648","Shoes",3,"5401.53","Cash","Cevahir AVM"
"I269906","Shoes",5,"15004.25","Cash","Kanyon"
"I302197","Technology",4,"16800","Cash","Metropol AVM"
"I851059","Clothing",5,"7502","Debit Card","Metrocity"
"I146591","Shoes",3,"5401.53","Cash","Metrocity"
"I275266","Technology",5,"26250","Cash","Metropol AVM"
"I329825","Clothing",5,"7502","Cash","Istinye Park"
"I151965","Clothing",5,"7502","Cash","Mall of Istanbul"
"I265617","Shoes",5,"15004.25","Cash","Metrocity"
"I553623","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I107970","Shoes",5,"15004.25","Debit Card","Kanyon"
"I167981","Clothing",5,"7502","Debit Card","Kanyon"
"I290243","Technology",4,"16800","Cash","Kanyon"
"I103197","Shoes",4,"9602.72","Debit Card","Emaar Square Mall"
"I175422","Clothing",5,"7502","Cash","Kanyon"
"I183242","Clothing",5,"7502","Cash","Mall of Istanbul"
"I500793","Clothing",5,"7502","Cash","Metrocity"
"I270835","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I337694","Shoes",4,"9602.72","Cash","Kanyon"
"I445840","Clothing",5,"7502","Cash","Kanyon"
"I201636","Shoes",3,"5401.53","Cash","Istinye Park"
"I327653","Clothing",5,"7502","Debit Card","Viaport Outlet"
"I119722","Shoes",4,"9602.72","Cash","Metrocity"
